TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,QuantitySold,PaymentMethod
112,2025-02-25,1190,2091,403,0.0,1496.97,4,DebitCard
113,2024-12-30,1168,2058,401,0.0,833.15,9,CreditCard
114,2025-01-31,1113,2019,403,0.0,3309.43,7,Cash
115,2024-12-23,1097,2067,403,3.0,1418.47,1,MobilePay
116,2025-04-09,1196,2027,404,1.0,1663.47,11,DebitCard
117,2024-11-04,1080,2085,403,1.0,974.82,8,MobilePay
118,2024-07-09,1005,2054,402,2.0,2348.64,5,CreditCard
119,2025-04-17,1108,2092,401,2.0,1176.94,12,Cash
120,2024-08-27,1057,2044,403,2.0,1624.08,3,DebitCard
121,2025-04-06,1159,2082,401,2.0,582.88,10,CreditCard
123,2024-07-09,1096,2043,402,2.0,1156.81,6,Cash
124,2024-07-06,1116,2006,401,3.0,911.99,4,DebitCard
125,2024-09-20,1029,2009,403,3.0,53.18,9,Cash
126,2024-08-30,1014,2041,402,2.0,1039.93,7,MobilePay
127,2024-12-02,1033,2090,402,2.0,1730.44,1,CreditCard
128,2024-06-19,1066,2073,404,3.0,839.81,11,DebitCard
129,2025-05-20,1032,2046,401,0.0,92.44,8,CreditCard
130,2024-12-08,1079,2028,403,0.0,272.35,5,Cash
131,2024-12-06,1089,2082,402,1.0,388.32,12,MobilePay
133,2025-01-11,1082,2080,403,0.0,1281.2,10,MobilePay
134,2025-03-19,1090,2039,404,0.0,1791.85,2,CreditCard
135,2025-01-11,1023,2064,404,0.0,1629.14,6,Cash
136,2025-01-15,1121,2007,404,2.0,214.44,4,DebitCard
137,2025-01-12,1032,2067,402,2.0,1560.21,9,CreditCard
138,2025-01-28,1089,2019,404,1.0,3122.33,7,CreditCard
139,2024-07-29,1167,2050,402,0.0,784.52,1,MobilePay
140,2025-03-17,1171,2094,401,3.0,85.55,11,Cash
141,2024-10-04,1087,2062,402,1.0,626.79,8,DebitCard
142,2025-03-15,1138,2067,401,1.0,350.79,5,CreditCard
143,2024-08-15,1159,2021,404,0.0,1453.19,12,Cash
144,2025-05-22,1192,2057,402,2.0,1579.52,3,MobilePay
145,2025-04-28,1032,2036,404,3.0,1642.94,10,DebitCard
146,2025-03-21,1020,2091,403,0.0,2821.59,2,CreditCard
147,2024-07-22,1116,2097,402,0.0,1499.17,6,Cash
148,2024-11-19,1006,2050,403,0.0,104.97,4,MobilePay
149,2025-05-08,1166,2029,402,0.0,76.14,9,DebitCard
150,2025-04-01,1120,2000,401,0.0,341.56,7,Cash
151,2025-05-10,1108,2041,402,0.0,3375.28,1,CreditCard
152,2025-01-02,1032,2002,402,2.0,1248.88,11,MobilePay
153,2024-09-07,1170,2067,403,0.0,1039.29,8,DebitCard
154,2025-05-28,1099,2005,404,2.0,746.33,5,CreditCard
155,2024-06-29,1066,2094,403,2.0,1636.34,12,MobilePay
156,2024-08-12,1118,2061,402,0.0,1890.03,3,Cash
157,2024-06-16,1071,2040,403,3.0,115.46,10,DebitCard
158,2024-08-18,1199,2054,403,2.0,2300.1,2,MobilePay
159,2024-11-16,1086,2063,404,2.0,1467.81,6,CreditCard
160,2024-07-04,1046,2041,401,2.0,3211.8,4,Cash
161,2024-11-12,1089,2093,403,3.0,1961.05,9,DebitCard
162,2025-05-14,1005,2095,402,1.0,1372.27,7,CreditCard
163,2024-11-16,1071,2046,403,0.0,105.07,1,MobilePay
164,2025-05-14,1195,2023,403,2.0,1010.52,11,Cash
165,2025-02-22,1099,2015,403,3.0,1243.16,8,DebitCard
167,2025-05-21,1170,2009,403,1.0,139.83,12,MobilePay
168,2025-01-09,1130,2035,402,3.0,2993.1,3,CreditCard
170,2025-03-29,1089,2057,404,2.0,1666.65,2,CreditCard
171,2024-12-14,1196,2055,401,1.0,365.84,6,Cash
172,2025-05-09,1020,2032,402,2.0,640.51,4,MobilePay
173,2024-12-11,1043,2074,402,2.0,1149.06,9,DebitCard
174,2025-03-29,1034,2098,403,3.0,109.06,7,MobilePay
175,2025-04-23,1164,2061,402,3.0,192.3,1,CreditCard
176,2024-06-26,1123,2043,402,2.0,1728.52,11,Cash
177,2025-05-23,1089,2013,403,0.0,1615.63,8,DebitCard
178,2024-07-12,1098,2053,402,1.0,1870.82,5,CreditCard
179,2025-02-15,1116,2065,404,2.0,225.6,12,MobilePay
182,2024-10-25,1145,2046,403,0.0,117.02,2,Cash
183,2024-09-22,1174,2016,401,2.0,762.93,6,CreditCard
184,2024-07-31,1102,2005,401,2.0,1062.7,4,MobilePay
185,2024-08-02,1035,2070,403,2.0,81.02,9,DebitCard
186,2024-12-05,1144,2013,403,0.0,3126.66,7,CreditCard
187,2025-03-19,1176,2076,404,1.0,1187.87,1,Cash
188,2024-08-10,1158,2048,402,1.0,1899.0,11,MobilePay
189,2024-07-17,1089,2052,402,3.0,1484.88,8,DebitCard
190,2024-06-27,1071,2084,404,2.0,946.34,5,MobilePay
191,2024-12-11,1173,2092,403,1.0,594.06,12,CreditCard
192,2024-09-29,1076,2090,402,3.0,730.17,3,Cash
194,2025-03-22,1073,2010,403,2.0,467.27,2,CreditCard
195,2025-03-31,1143,2017,401,1.0,1356.18,6,MobilePay
196,2024-12-10,1013,2054,404,1.0,0.0,4,Cash
197,2024-12-14,1104,2060,404,2.0,1309.5,9,DebitCard
198,2025-04-30,1071,2092,401,1.0,1683.33,7,Cash
199,2025-05-09,1005,2023,403,0.0,3212.52,1,MobilePay
200,2025-05-07,1116,2069,404,1.0,962.64,11,CreditCard
201,2024-08-19,1116,2082,403,0.0,1592.0,8,DebitCard
202,2024-12-19,1044,2081,404,2.0,1355.05,5,CreditCard
203,2024-08-16,1089,2000,403,3.0,1910.37,12,Cash
204,2024-10-01,1002,2054,402,0.0,1880.63,3,MobilePay
205,2024-11-07,1180,2088,401,2.0,480.66,10,DebitCard
206,2025-05-17,1116,2077,403,3.0,1613.89,2,MobilePay
207,2025-03-29,1174,2010,404,2.0,1150.13,6,CreditCard
208,2024-06-27,1129,2097,402,3.0,1424.31,4,Cash
209,2024-12-22,1032,2058,402,3.0,1139.65,9,DebitCard
210,2025-01-25,1005,2000,402,0.0,1415.75,7,CreditCard
211,2024-12-13,1066,2060,401,1.0,1543.36,1,MobilePay
212,2025-05-24,1107,2048,404,3.0,1381.32,11,Cash
213,2025-01-19,1167,2015,402,3.0,1469.32,8,DebitCard
214,2024-08-31,1034,2059,404,1.0,725.01,5,Cash
215,2024-09-21,1185,2004,404,0.0,181.22,12,CreditCard
216,2024-12-25,1172,2006,402,3.0,1102.53,3,MobilePay
217,2025-03-02,1035,2037,402,2.0,1556.45,10,DebitCard
218,2025-03-28,1116,2066,402,2.0,1899.61,6,CreditCard
219,2025-04-19,1160,2071,404,0.0,1304.47,3,Cash
220,2024-10-31,1178,2019,403,3.0,1514.05,11,MobilePay
221,2025-04-11,1032,2071,404,1.0,547.24,2,DebitCard
222,2024-10-11,1032,2011,402,0.0,1229.69,9,MobilePay
223,2024-06-17,1071,2042,403,0.0,420.55,4,CreditCard
224,2025-02-25,1193,2031,402,1.0,1562.25,7,Cash
225,2024-10-30,1091,2040,404,3.0,54.83,1,DebitCard
226,2024-08-23,1011,2028,402,0.0,1188.86,8,CreditCard
227,2025-02-15,1050,2046,402,2.0,125.02,5,MobilePay
228,2025-05-20,1125,2093,403,3.0,1784.26,12,Cash
229,2025-05-29,1134,2019,401,3.0,3338.16,3,DebitCard
230,2024-06-29,1071,2047,401,3.0,80.68,10,Cash
231,2024-12-11,1004,2035,403,0.0,3533.15,2,MobilePay
232,2025-03-22,1027,2067,402,2.0,571.28,6,CreditCard
233,2024-11-04,1103,2031,402,0.0,1723.53,4,DebitCard
234,2025-03-05,1005,2060,401,1.0,1698.39,9,CreditCard
235,2025-01-11,1024,2005,402,3.0,1852.11,7,Cash
236,2025-01-31,1139,2004,402,2.0,453.96,1,MobilePay
237,2024-07-31,1101,2038,402,3.0,1104.1,11,DebitCard
238,2024-11-01,1176,2064,403,0.0,1685.42,8,MobilePay
239,2024-10-15,1152,2099,403,0.0,1985.54,5,CreditCard
240,2024-11-30,1096,2087,404,2.0,1440.56,12,Cash
241,2024-07-05,1116,2040,403,0.0,72.26,3,DebitCard
242,2025-03-05,1066,2091,404,0.0,918.79,10,CreditCard
243,2024-12-26,1098,2079,404,1.0,1263.12,2,MobilePay
244,2024-10-30,1020,2023,401,2.0,2679.04,6,Cash
245,2024-07-03,1063,2063,402,1.0,1900.21,4,DebitCard
246,2024-10-12,1084,2055,402,1.0,396.39,9,Cash
247,2024-11-04,1188,2062,402,2.0,816.22,7,CreditCard
248,2024-07-19,1151,2023,401,3.0,1443.42,1,MobilePay
249,2025-03-19,1017,2052,404,2.0,1334.39,11,DebitCard
250,2025-02-14,1018,2076,404,3.0,1591.91,8,CreditCard
251,2024-10-22,1137,2010,401,2.0,1244.72,5,Cash
252,2024-12-18,1165,2096,403,3.0,242.28,12,MobilePay
253,2024-08-31,1142,2073,402,3.0,1375.13,3,DebitCard
254,2025-02-01,1034,2037,404,0.0,1884.32,10,MobilePay
255,2024-07-29,1116,2066,404,0.0,1408.69,2,CreditCard
256,2024-10-07,1181,2054,401,1.0,3832.2,6,Cash
257,2024-12-06,1084,2059,402,1.0,1331.75,4,DebitCard
258,2024-11-03,1050,2054,404,0.0,1752.55,9,CreditCard
259,2025-02-08,1147,2097,402,1.0,1680.59,7,MobilePay
260,2025-04-12,1163,2046,404,2.0,74.1,1,Cash
261,2024-08-10,1076,2075,401,2.0,645.49,11,DebitCard
262,2024-08-16,1130,2076,402,3.0,1289.23,8,Cash
263,2025-02-03,1044,2062,403,2.0,1257.85,5,MobilePay
265,2024-11-30,1034,2028,403,0.0,612.91,3,DebitCard
266,2025-03-13,1197,2070,401,2.0,125.26,10,CreditCard
267,2024-10-25,1010,2056,402,0.0,1324.66,2,Cash
268,2024-09-10,1008,2044,401,0.0,512.04,6,MobilePay
269,2025-03-24,1089,2078,404,1.0,1636.38,4,DebitCard
270,2025-03-22,1136,2097,402,2.0,1703.04,9,MobilePay
271,2025-04-11,1173,2017,404,2.0,297.43,7,CreditCard
272,2025-04-14,1089,2097,404,2.0,2188.28,1,Cash
273,2024-07-03,1196,2097,403,2.0,2696.2,11,DebitCard
274,2024-12-21,1187,2091,403,3.0,2433.39,8,CreditCard
275,2024-08-27,1072,2070,402,3.0,135.18,5,CreditCard
276,2025-03-06,1032,2023,404,3.0,3598.66,12,MobilePay
277,2024-07-26,1040,2035,401,2.0,3490.29,3,Cash
278,2025-01-13,1020,2096,402,0.0,52.12,10,DebitCard
279,2024-11-27,1071,2056,401,0.0,285.16,2,CreditCard
280,2025-04-12,1122,2079,401,0.0,2154.03,6,Cash
281,2024-09-30,1192,2082,402,0.0,1240.12,4,MobilePay
282,2024-08-08,1054,2019,404,3.0,890.1,9,DebitCard
283,2024-07-13,1150,2044,404,1.0,1307.01,7,CreditCard
284,2024-09-10,1184,2099,401,2.0,1233.51,1,Cash
285,2024-08-17,1165,2035,404,1.0,3172.68,11,MobilePay
286,2024-12-09,1092,2016,404,3.0,1381.74,8,DebitCard
288,2025-05-14,1073,2064,404,3.0,1096.3,12,CreditCard
290,2025-01-14,1079,2093,402,0.0,897.24,10,DebitCard
291,2024-11-20,1079,2084,402,1.0,369.47,2,CreditCard
292,2025-05-16,1184,2054,402,2.0,1031.26,6,MobilePay
293,2025-04-26,1109,2019,403,0.0,2798.52,4,Cash
294,2024-06-24,1042,2032,401,0.0,1042.21,9,DebitCard
296,2024-12-15,1189,2028,403,2.0,201.88,1,CreditCard
298,2025-03-10,1022,2001,403,2.0,523.04,8,DebitCard
299,2024-10-25,1197,2093,402,3.0,1106.01,5,CreditCard
300,2025-01-08,1002,2000,404,2.0,1083.14,12,MobilePay
301,2024-09-06,1015,2018,403,1.0,1063.53,3,Cash
302,2025-02-07,1191,2019,402,3.0,3055.19,10,DebitCard
303,2024-11-15,1060,2054,404,2.0,1723.8,2,Cash
304,2024-07-02,1066,2023,404,3.0,2112.29,6,MobilePay
305,2025-03-08,1118,2019,401,2.0,3635.95,4,CreditCard
306,2024-06-18,1083,2035,403,0.0,1670.75,9,DebitCard
307,2025-05-29,1005,2071,402,0.0,322.6,7,CreditCard
308,2024-06-06,1056,2079,403,0.0,1664.69,1,Cash
310,2024-06-22,1110,2050,404,0.0,386.97,8,DebitCard
311,2024-08-28,1020,2019,401,1.0,2745.01,5,MobilePay
313,2025-03-18,1182,2069,404,2.0,400.64,3,Cash
314,2024-10-07,1020,2091,403,1.0,950.6,10,DebitCard
315,2025-01-17,1188,2035,404,1.0,3166.34,2,CreditCard
317,2025-05-22,1044,2011,401,1.0,982.08,4,Cash
318,2024-10-12,1033,2029,403,0.0,108.66,9,DebitCard
319,2024-07-29,1089,2047,404,2.0,316.08,7,Cash
320,2024-08-05,1163,2083,403,2.0,1198.45,1,CreditCard
322,2024-12-19,1089,2078,402,0.0,324.25,8,DebitCard
323,2025-02-27,1089,2019,403,2.0,3619.29,5,CreditCard
324,2024-10-19,1184,2079,404,1.0,2718.87,12,Cash
325,2024-10-29,1025,2073,402,0.0,115.15,3,MobilePay
327,2024-07-10,1157,2090,401,1.0,896.69,2,MobilePay
328,2024-06-23,1048,2070,403,2.0,16.95,6,CreditCard
329,2024-12-20,1039,2013,404,3.0,615.81,4,Cash
330,2024-08-10,1020,2014,403,3.0,1339.03,9,DebitCard
331,2024-07-09,1047,2048,403,0.0,956.86,7,CreditCard
332,2024-09-01,1015,2019,401,3.0,3153.77,1,MobilePay
333,2024-12-15,1133,2068,404,1.0,203.96,11,Cash
334,2025-04-27,1128,2066,402,3.0,1969.52,8,DebitCard
335,2025-05-23,1032,2019,404,1.0,1660.49,5,Cash
337,2024-06-06,1150,2053,401,1.0,1186.22,3,CreditCard
338,2025-05-20,1066,2012,403,2.0,565.07,10,DebitCard
340,2024-10-12,1032,2047,401,2.0,1693.55,6,Cash
341,2025-04-11,1058,2091,403,3.0,901.79,4,MobilePay
342,2024-11-16,1104,2097,403,1.0,3693.06,9,DebitCard
343,2024-11-06,1134,2003,402,1.0,536.51,7,MobilePay
344,2024-11-21,1180,2054,404,0.0,1588.72,1,CreditCard
345,2024-11-30,1121,2044,403,2.0,1393.26,11,Cash
346,2024-09-24,1041,2099,402,1.0,574.71,8,DebitCard
347,2024-11-08,1034,2016,402,0.0,1236.27,5,CreditCard
348,2025-05-12,1181,2054,404,3.0,2600.14,12,MobilePay
349,2025-01-27,1101,2000,403,2.0,260.8,3,Cash
350,2024-06-28,1163,2040,403,2.0,82.42,10,DebitCard
351,2024-09-07,1005,2087,402,3.0,555.88,2,Cash
352,2024-11-09,1009,2073,402,1.0,1294.71,6,CreditCard
353,2024-11-26,1091,2021,402,3.0,554.37,4,MobilePay
354,2025-03-23,1046,2042,401,1.0,648.82,9,DebitCard
355,2025-03-15,1066,2059,401,0.0,429.36,7,CreditCard
357,2025-04-24,1036,2029,401,1.0,18.12,11,MobilePay
358,2024-11-20,1116,2020,404,0.0,895.74,8,DebitCard
359,2024-11-13,1122,2004,402,0.0,1525.85,5,MobilePay
360,2024-12-10,1034,2031,402,2.0,250.28,12,CreditCard
361,2024-12-04,1016,2038,403,2.0,1389.22,3,Cash
362,2024-07-26,1125,2024,402,3.0,487.43,10,DebitCard
363,2025-05-27,1034,2021,401,0.0,1298.63,2,CreditCard
364,2025-03-08,1152,2084,401,0.0,275.79,6,MobilePay
365,2024-11-17,1020,2019,402,0.0,3477.49,4,Cash
366,2025-01-20,1155,2053,401,0.0,1580.28,9,DebitCard
367,2024-12-02,1199,2097,402,3.0,677.33,7,Cash
368,2024-12-02,1032,2009,401,0.0,103.66,1,MobilePay
369,2024-08-02,1066,2012,403,3.0,627.24,11,CreditCard
370,2024-11-23,1116,2037,403,2.0,276.01,8,DebitCard
371,2025-04-09,1002,2084,402,3.0,573.2,5,CreditCard
372,2025-02-21,1087,2079,404,2.0,3604.56,12,Cash
373,2024-11-27,1042,2013,402,3.0,3552.77,3,MobilePay
374,2024-08-15,1091,2087,402,3.0,852.0,10,DebitCard
375,2024-06-20,1080,2097,402,2.0,3597.09,2,MobilePay
377,2024-12-04,1126,2009,404,2.0,17.05,4,Cash
378,2024-08-31,1103,2010,404,3.0,1021.99,9,DebitCard
380,2025-05-19,1130,2083,404,2.0,1642.35,1,MobilePay
381,2025-04-05,1196,2060,403,0.0,1334.87,11,Cash
382,2024-06-01,1162,2037,403,0.0,1010.22,8,DebitCard
384,2024-08-18,1193,2081,401,3.0,1199.17,12,CreditCard
385,2024-12-04,1001,2006,404,3.0,1573.11,3,MobilePay
386,2025-05-01,1044,2016,401,2.0,800.09,10,DebitCard
387,2025-05-24,1195,2079,403,3.0,1121.81,2,CreditCard
388,2024-12-27,1131,2097,403,1.0,3308.75,6,Cash
389,2024-09-27,1172,2023,403,2.0,3122.63,4,MobilePay
390,2025-05-12,1172,2068,403,3.0,1069.32,9,DebitCard
391,2024-06-11,1034,2023,403,1.0,3607.68,7,MobilePay
392,2024-09-28,1008,2057,401,1.0,1144.48,1,CreditCard
393,2024-09-06,1178,2013,404,2.0,742.11,11,Cash
394,2025-02-26,1032,2081,403,1.0,1930.37,8,DebitCard
395,2024-09-28,1066,2023,401,3.0,1689.08,5,CreditCard
396,2024-08-06,1001,2029,401,2.0,118.31,12,MobilePay
397,2025-01-03,1077,2073,403,0.0,1074.52,3,Cash
398,2025-05-17,1129,2097,404,1.0,3485.01,10,DebitCard
399,2024-10-12,1192,2060,401,2.0,1813.77,2,Cash
400,2024-12-29,1010,2041,404,0.0,2931.07,6,MobilePay
401,2024-09-23,1197,2065,404,2.0,425.4,4,CreditCard
402,2024-12-06,1042,2098,401,1.0,1558.49,9,DebitCard
403,2025-04-13,1026,2079,401,1.0,3725.91,7,CreditCard
404,2024-06-16,1116,2071,401,1.0,844.88,1,Cash
405,2024-11-19,1080,2019,401,0.0,3135.24,11,MobilePay
408,2025-05-20,1165,2001,402,0.0,818.46,12,CreditCard
409,2024-12-14,1071,2092,403,1.0,480.54,3,Cash
410,2025-04-03,1116,2072,401,3.0,192.63,10,DebitCard
411,2025-01-24,1050,2062,403,1.0,1258.06,2,CreditCard
412,2025-04-26,1115,2040,402,2.0,144.21,6,CreditCard
413,2024-08-09,1056,2082,404,2.0,1479.3,4,MobilePay
414,2025-04-18,1091,2062,401,0.0,1724.49,9,Cash
415,2024-07-28,1067,2080,401,0.0,1281.67,7,DebitCard
416,2025-03-25,1196,2004,403,3.0,339.83,1,CreditCard
417,2024-11-02,1150,2037,402,0.0,1029.23,11,Cash
418,2025-01-20,1157,2096,402,1.0,1153.33,8,MobilePay
419,2025-04-17,1032,2005,402,1.0,770.4,5,DebitCard
420,2024-06-19,1089,2058,401,0.0,251.29,12,CreditCard
421,2025-05-21,1070,2033,402,3.0,1324.01,3,Cash
422,2025-04-03,1096,2028,404,2.0,990.11,10,MobilePay
423,2024-12-27,1035,2029,401,2.0,36.17,2,DebitCard
424,2024-10-24,1030,2053,403,3.0,984.09,6,Cash
425,2024-12-24,1105,2013,402,1.0,2806.89,4,CreditCard
426,2025-04-23,1116,2023,404,0.0,3775.88,9,MobilePay
427,2025-03-28,1055,2060,404,3.0,1599.5,7,DebitCard
428,2025-03-28,1020,2054,404,0.0,2234.58,1,CreditCard
429,2024-07-16,1005,2077,401,0.0,1086.29,11,MobilePay
430,2025-03-01,1116,2069,401,3.0,772.24,8,Cash
431,2024-06-19,1058,2061,404,0.0,546.31,5,DebitCard
433,2024-12-21,1034,2026,403,0.0,1320.57,3,CreditCard
434,2024-09-13,1108,2078,403,3.0,855.79,10,Cash
435,2025-03-14,1094,2061,403,2.0,826.35,6,DebitCard
436,2024-07-27,1030,2057,402,3.0,1611.66,3,CreditCard
437,2024-12-29,1013,2013,401,3.0,2459.2,11,MobilePay
438,2024-06-28,1066,2092,404,3.0,1065.96,2,Cash
439,2025-02-12,1198,2081,404,1.0,1864.98,9,DebitCard
440,2024-12-07,1071,2086,401,0.0,219.34,4,Cash
441,2024-09-21,1171,2075,402,0.0,1121.71,7,MobilePay
442,2025-02-18,1149,2040,402,1.0,66.55,1,CreditCard
443,2024-06-02,1066,2064,403,0.0,1915.58,8,DebitCard
445,2024-11-22,1150,2061,401,3.0,1988.69,12,Cash
446,2025-01-26,1089,2045,401,2.0,231.37,3,MobilePay
447,2025-01-25,1019,2022,404,1.0,574.7,10,DebitCard
448,2025-05-14,1048,2025,402,2.0,445.39,2,MobilePay
449,2024-09-11,1039,2015,401,3.0,1540.28,6,CreditCard
450,2024-12-13,1032,2040,404,2.0,147.82,4,Cash
451,2025-05-02,1056,2016,401,3.0,1104.5,9,DebitCard
452,2024-12-03,1175,2058,401,3.0,66.42,7,CreditCard
453,2025-01-25,1025,2070,403,2.0,75.99,1,MobilePay
454,2024-12-29,1127,2053,403,3.0,400.78,11,Cash
455,2024-07-25,1058,2092,403,3.0,432.32,8,DebitCard
456,2025-03-20,1121,2022,404,2.0,635.07,5,Cash
457,2024-12-18,1101,2023,401,2.0,3334.38,12,CreditCard
